FIPS,County,State,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
12051,Hendry County, Florida,"37,831","38,508","39,325","40,103","41,144","41,556"
12053,Hernando County, Florida,"173,655","175,322","177,949","182,558","186,784","190,865"
12055,Highlands County, Florida,"98,088","98,606","100,222","102,191","104,060","105,424"
12057,Hillsborough County, Florida,"1,293,824","1,317,571","1,348,848","1,380,991","1,410,115","1,436,888"
12059,Holmes County, Florida,"19,595","19,566","19,270","19,389","19,448","19,477"
12061,Indian River County, Florida,"141,913","144,469","147,478","151,248","154,314","157,413"
12063,Jackson County, Florida,"48,878","48,733","48,625","48,337","48,360","48,305"
12065,Jefferson County, Florida,"14,207","14,052","14,101","13,938","14,147","14,288"
12067,Lafayette County, Florida,"8,822","8,869","8,734","8,763","8,623","8,732"
12069,Lake County, Florida,"308,002","315,388","325,091","334,748","345,087","356,495"
12071,Lee County, Florida,"659,920","677,361","699,530","722,386","739,506","754,610"
12073,Leon County, Florida,"281,893","283,785","285,997","286,977","291,247","292,502"
12075,Levy County, Florida,"39,437","39,302","39,599","39,829","40,306","40,770"
12077,Liberty County, Florida,"8,358","8,414","8,408","8,302","8,242","8,457"
12079,Madison County, Florida,"18,761","18,602","18,474","18,299","18,465","18,529"
12081,Manatee County, Florida,"341,933","350,972","362,587","375,402","385,450","394,855"
12083,Marion County, Florida,"335,117","338,057","342,335","347,767","353,717","359,977"
12085,Martin County, Florida,"151,144","153,153","155,624","158,426","159,792","160,912"
12086,Miami-Dade County, Florida,"2,635,640","2,660,389","2,688,156","2,722,574","2,744,878","2,761,581"
12087,Monroe County, Florida,"75,834","76,284","76,696","76,982","76,636","75,027"
12089,Nassau County, Florida,"75,384","76,253","77,930","80,009","82,864","85,832"
12091,Okaloosa County, Florida,"192,697","194,633","197,839","200,260","203,684","207,269"
12093,Okeechobee County, Florida,"39,491","39,581","39,836","40,716","41,188","41,537"
12095,Orange County, Florida,"1,227,642","1,256,908","1,290,639","1,324,843","1,352,933","1,380,645"
12097,Osceola County, Florida,"299,304","311,137","323,578","337,730","352,661","367,990"
12099,Palm Beach County, Florida,"1,376,716","1,399,039","1,424,685","1,451,384","1,470,338","1,485,941"
12101,Pasco County, Florida,"474,388","483,465","494,919","509,929","525,021","539,630"
12103,Pinellas County, Florida,"928,488","936,517","947,535","960,737","969,305","975,280"
12105,Polk County, Florida,"622,712","634,520","648,758","666,236","685,830","708,009"
12107,Putnam County, Florida,"72,362","71,968","71,935","72,378","73,385","74,163"
12109,St. Johns County, Florida,"209,449","217,865","226,464","234,996","243,928","254,261"
12111,St. Lucie County, Florida,"285,370","290,146","297,442","305,837","313,400","321,128"
12113,Santa Rosa County, Florida,"160,389","162,669","166,231","169,892","174,069","179,349"
12115,Sarasota County, Florida,"389,997","396,445","404,842","413,027","419,689","426,718"
12117,Seminole County, Florida,"435,531","441,453","448,246","455,665","462,236","467,832"
12119,Sumter County, Florida,"106,908","112,245","117,070","121,995","124,933","128,754"
12121,Suwannee County, Florida,"43,584","43,784","43,671","43,837","44,136","44,191"
12123,Taylor County, Florida,"22,868","22,579","22,360","22,115","21,815","21,623"
12125,Union County, Florida,"15,162","15,260","15,274","15,252","15,469","14,940"
12127,Volusia County, Florida,"500,474","506,786","516,918","528,747","538,180","547,538"
12129,Wakulla County, Florida,"30,999","31,410","31,522","31,893","32,101","32,461"
12131,Walton County, Florida,"59,186","61,183","63,048","65,410","68,275","71,375"
12133,Washington County, Florida,"24,503","24,300","24,561","24,471","24,618","24,880"
13001,Appling County, Georgia,"18,375","18,476","18,423","18,424","18,438","18,507"
13003,Atkinson County, Georgia,"8,266","8,218","8,344","8,252","8,215","8,297"
13005,Bacon County, Georgia,"11,168","11,175","11,242","11,301","11,236","11,185"
13007,Baker County, Georgia,"3,351","3,292","3,196","3,186","3,180","3,092"
13009,Baldwin County, Georgia,"46,180","45,914","45,542","45,231","44,921","44,823"
13011,Banks County, Georgia,"18,217","18,223","18,378","18,321","18,638","18,988"
13013,Barrow County, Georgia,"71,240","72,853","74,964","76,965","78,843","80,809"
13015,Bartow County, Georgia,"100,971","101,291","102,079","103,340","104,981","106,408"
13017,Ben Hill County, Georgia,"17,429","17,430","17,334","17,216","17,001","16,787"
13019,Berrien County, Georgia,"19,059","18,815","18,975","18,972","19,113","19,252"
13021,Bibb County, Georgia,"155,036","154,333","153,948","153,180","152,892","153,095"
13023,Bleckley County, Georgia,"12,740","12,703","12,705","12,856","12,775","12,838"
13025,Brantley County, Georgia,"18,241","18,349","18,416","18,376","18,767","18,897"
13027,Brooks County, Georgia,"15,654","15,533","15,680","15,738","15,648","15,513"
13029,Bryan County, Georgia,"33,035","33,667","34,792","35,836","37,019","38,109"
13031,Bulloch County, Georgia,"71,833","72,671","73,152","74,708","76,084","77,296"
13033,Burke County, Georgia,"22,812","22,610","22,620","22,581","22,518","22,423"
13035,Butts County, Georgia,"23,194","23,314","23,494","23,709","24,042","24,193"
13037,Calhoun County, Georgia,"6,596","6,505","6,531","6,352","6,399","6,352"
13039,Camden County, Georgia,"51,403","51,918","52,470","52,438","53,067","53,677"
13043,Candler County, Georgia,"10,953","10,859","10,867","10,847","10,725","10,836"
13045,Carroll County, Georgia,"112,276","113,942","114,467","116,123","117,458","118,121"
13047,Catoosa County, Georgia,"65,228","65,477","65,799","66,294","66,503","67,420"
13049,Charlton County, Georgia,"13,109","13,052","13,234","12,838","12,822","12,968"
13051,Chatham County, Georgia,"277,631","282,197","285,959","288,633","289,260","289,195"
13053,Chattahoochee County, Georgia,"12,254","11,709","11,067","10,088","10,285","10,684"
13055,Chattooga County, Georgia,"25,040","24,857","24,895","24,826","24,716","24,790"
13057,Cherokee County, Georgia,"224,336","230,208","235,387","241,912","247,894","254,149"
13059,Clarke County, Georgia,"120,905","120,413","123,552","124,894","126,820","127,330"
13061,Clay County, Georgia,"3,014","3,072","3,077","3,005","2,962","2,887"
13063,Clayton County, Georgia,"264,033","266,678","272,868","279,636","284,534","289,615"
13065,Clinch County, Georgia,"6,762","6,785","6,836","6,761","6,684","6,648"
13067,Cobb County, Georgia,"716,162","727,757","739,319","748,563","752,783","756,865"
13069,Coffee County, Georgia,"43,092","42,899","43,000","42,929","42,885","43,093"
13071,Colquitt County, Georgia,"46,150","45,893","45,509","45,492","45,543","45,592"
13073,Columbia County, Georgia,"136,178","139,151","143,912","147,477","151,642","154,291"
13075,Cook County, Georgia,"17,051","17,298","17,069","17,159","17,230","17,162"
13077,Coweta County, Georgia,"132,937","135,140","138,106","140,419","143,050","145,864"
13079,Crawford County, Georgia,"12,514","12,431","12,382","12,294","12,295","12,318"
13081,Crisp County, Georgia,"23,294","23,063","22,949","22,893","22,723","22,601"
13083,Dade County, Georgia,"16,448","16,282","16,157","16,220","16,249","16,226"
13085,Dawson County, Georgia,"22,683","22,978","23,312","23,608","24,324","25,083"
13087,Decatur County, Georgia,"27,398","27,178","27,055","26,683","26,674","26,575"
13089,DeKalb County, Georgia,"717,736","725,039","734,770","747,482","752,088","756,558"
13091,Dodge County, Georgia,"21,428","21,174","21,135","20,839","20,741","20,705"
13093,Dooly County, Georgia,"14,370","14,247","14,034","13,848","13,690","13,706"
13095,Dougherty County, Georgia,"93,391","92,720","91,495","90,371","89,417","91,243"
13097,Douglas County, Georgia,"136,058","138,055","140,268","141,872","143,672","145,331"
13099,Early County, Georgia,"10,537","10,447","10,452","10,292","10,304","10,247"
13101,Echols County, Georgia,"3,996","4,037","4,037","3,963","3,933","4,000"
13103,Effingham County, Georgia,"54,428","55,419","57,086","58,692","60,058","62,190"
13105,Elbert County, Georgia,"19,487","19,389","19,299","19,143","19,108","19,120"
13107,Emanuel County, Georgia,"22,634","22,486","22,477","22,419","22,501","22,612"
13109,Evans County, Georgia,"10,796","10,814","10,695","10,648","10,756","10,721"
13111,Fannin County, Georgia,"23,821","23,856","24,439","25,032","25,336","25,964"
13113,Fayette County, Georgia,"108,063","109,217","110,203","111,336","112,629","113,459"
13115,Floyd County, Georgia,"95,885","95,890","96,200","96,675","97,427","97,927"
13117,Forsyth County, Georgia,"193,852","202,659","211,228","220,311","228,588","236,612"
13119,Franklin County, Georgia,"22,043","22,176","22,262","22,292","22,815","23,023"
13121,Fulton County, Georgia,"981,562","992,022","1,005,775","1,022,714","1,038,884","1,050,114"
13123,Gilmer County, Georgia,"28,696","28,979","29,497","29,907","30,409","30,816"
13125,Glascock County, Georgia,"3,055","3,004","3,018","2,979","3,050","2,995"
13127,Glynn County, Georgia,"81,494","82,177","83,373","84,241","84,859","85,219"
13129,Gordon County, Georgia,"55,731","55,815","56,329","56,933","57,187","57,685"
13131,Grady County, Georgia,"25,098","25,214","25,076","24,844","24,749","24,748"
13133,Greene County, Georgia,"16,248","16,424","16,644","16,896","17,220","17,698"
13135,Gwinnett County, Georgia,"853,758","871,394","888,884","905,277","918,153","927,781"
13137,Habersham County, Georgia,"43,177","43,583","43,804","44,123","44,547","45,388"
13139,Hall County, Georgia,"186,486","189,239","192,458","196,523","199,439","202,148"
13141,Hancock County, Georgia,"8,955","8,574","8,579","8,631","8,545","8,348"
13143,Haralson County, Georgia,"28,336","28,487","28,704","28,824","29,231","29,533"
13145,Harris County, Georgia,"32,539","32,742","33,159","33,632","33,943","34,475"
13147,Hart County, Georgia,"25,465","25,372","25,431","25,497","25,756","26,099"
13149,Heard County, Georgia,"11,561","11,619","11,552","11,576","11,759","11,879"
13151,Henry County, Georgia,"210,086","213,047","216,571","221,188","225,508","230,220"
13153,Houston County, Georgia,"147,639","148,701","149,412","151,690","153,138","155,469"
13155,Irwin County, Georgia,"9,365","9,092","9,151","9,317","9,383","9,398"
13157,Jackson County, Georgia,"61,271","62,103","63,436","65,100","67,716","70,422"
13159,Jasper County, Georgia,"13,604","13,538","13,687","13,769","13,886","14,040"
13161,Jeff Davis County, Georgia,"15,050","14,937","15,019","14,955","15,013","15,029"
13163,Jefferson County, Georgia,"16,251","16,130","15,927","15,760","15,613","15,430"
13165,Jenkins County, Georgia,"9,200","9,043","8,875","8,762","8,774","8,683"
13167,Johnson County, Georgia,"9,900","9,807","9,709","9,664","9,760","9,708"
13169,Jones County, Georgia,"28,572","28,650","28,446","28,577","28,453","28,616"
13171,Lamar County, Georgia,"17,924","18,187","18,240","18,500","18,636","19,000"
13173,Lanier County, Georgia,"10,408","10,365","10,266","10,427","10,433","10,340"
13175,Laurens County, Georgia,"47,760","47,599","47,513","47,302","47,353","47,325"
13177,Lee County, Georgia,"29,043","29,132","29,191","29,212","29,443","29,764"
13179,Liberty County, Georgia,"62,350","64,107","61,640","61,551","61,745","61,497"
13181,Lincoln County, Georgia,"7,733","7,644","7,719","7,856","7,861","7,915"
13183,Long County, Georgia,"16,469","17,014","17,646","18,347","18,773","18,998"
13185,Lowndes County, Georgia,"112,886","113,510","113,346","114,342","115,389","116,321"
13187,Lumpkin County, Georgia,"30,894","31,147","31,324","31,505","32,822","32,955"
13189,McDuffie County, Georgia,"21,501","21,525","21,468","21,467","21,497","21,531"
13191,McIntosh County, Georgia,"14,027","14,065","14,033","14,058","14,102","14,340"
13193,Macon County, Georgia,"13,976","13,822","13,695","13,487","13,251","13,143"
13195,Madison County, Georgia,"28,194","28,355","28,397","28,821","29,277","29,650"
13197,Marion County, Georgia,"8,580","8,633","8,556","8,465","8,414","8,351"
13199,Meriwether County, Georgia,"21,223","21,213","21,177","21,076","21,031","21,068"
13201,Miller County, Georgia,"5,899","5,943","5,843","5,873","5,833","5,686"
13205,Mitchell County, Georgia,"22,991","22,714","22,453","22,466","22,333","22,192"
13207,Monroe County, Georgia,"26,630","26,681","26,731","26,935","27,181","27,520"
13209,Montgomery County, Georgia,"8,957","8,983","8,945","8,991","9,068","9,193"
13211,Morgan County, Georgia,"17,678","17,894","17,945","18,103","18,381","18,853"
13213,Murray County, Georgia,"39,187","39,232","39,450","39,375","39,809","39,921"
13215,Muscogee County, Georgia,"203,198","200,552","198,674","196,198","193,766","194,160"
13217,Newton County, Georgia,"102,064","103,470","104,941","106,600","107,935","109,541"
13219,Oconee County, Georgia,"34,076","35,072","35,856","36,871","38,012","39,272"
13221,Oglethorpe County, Georgia,"14,417","14,538","14,728","14,710","14,888","15,054"
13223,Paulding County, Georgia,"146,750","148,538","151,703","155,364","159,552","164,044"
13225,Peach County, Georgia,"27,040","27,024","26,855","26,775","26,881","27,297"
13227,Pickens County, Georgia,"29,414","29,834","30,158","30,661","31,526","31,980"
13229,Pierce County, Georgia,"19,015","19,008","19,097","19,109","19,219","19,389"
13231,Pike County, Georgia,"17,773","17,763","17,919","17,888","18,206","18,634"
13233,Polk County, Georgia,"40,959","40,866","41,233","41,625","41,910","42,470"
13235,Pulaski County, Georgia,"11,567","11,511","11,397","11,290","11,208","11,069"
13237,Putnam County, Georgia,"21,286","21,154","21,320","21,527","21,706","21,809"
13239,Quitman County, Georgia,"2,369","2,289","2,281","2,326","2,348","2,279"
13241,Rabun County, Georgia,"16,190","16,165","16,226","16,471","16,557","16,867"
13243,Randolph County, Georgia,"7,198","7,311","7,147","7,154","6,991","6,833"
13245,Richmond County, Georgia,"201,194","201,166","201,333","201,801","201,460","201,554"
13247,Rockdale County, Georgia,"86,502","87,193","88,379","89,021","89,866","90,594"
13249,Schley County, Georgia,"5,093","5,187","5,206","5,173","5,254","5,236"
13251,Screven County, Georgia,"14,143","13,999","14,056","14,000","13,959","13,938"
13253,Seminole County, Georgia,"8,844","8,599","8,561","8,424","8,287","8,315"
13255,Spalding County, Georgia,"63,509","63,694","63,826","64,570","65,403","66,100"
13257,Stephens County, Georgia,"25,568","25,424","25,472","25,664","25,785","26,035"
13259,Stewart County, Georgia,"5,558","5,886","5,930","6,015","6,179","6,199"
13261,Sumter County, Georgia,"31,339","31,169","30,685","30,356","29,817","29,733"
13263,Talbot County, Georgia,"6,539","6,520","6,485","6,354","6,257","6,272"
13265,Taliaferro County, Georgia,"1,690","1,694","1,643","1,613","1,622","1,608"
13267,Tattnall County, Georgia,"25,648","25,337","25,390","25,295","25,353","25,391"
13269,Taylor County, Georgia,"8,381","8,379","8,245","8,188","8,114","8,039"
