FIPS,County,State,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
17123,Marshall County, Illinois,"12,121","11,959","11,919","11,875","11,685","11,534"
17125,Mason County, Illinois,"14,144","14,102","13,861","13,673","13,688","13,565"
17127,Massac County, Illinois,"14,845","14,753","14,565","14,439","14,312","14,080"
17129,Menard County, Illinois,"12,571","12,505","12,355","12,399","12,286","12,288"
17131,Mercer County, Illinois,"16,075","15,900","15,744","15,599","15,623","15,601"
17133,Monroe County, Illinois,"33,459","33,542","33,738","33,908","34,159","34,335"
17135,Montgomery County, Illinois,"29,362","29,448","29,186","29,056","28,755","28,601"
17137,Morgan County, Illinois,"34,999","34,672","34,665","34,616","34,199","33,976"
17139,Moultrie County, Illinois,"14,796","14,750","14,740","14,603","14,703","14,717"
17141,Ogle County, Illinois,"52,279","51,949","51,573","51,162","51,032","50,923"
17143,Peoria County, Illinois,"188,645","187,531","186,512","185,073","182,578","180,621"
17145,Perry County, Illinois,"21,714","21,540","21,516","21,391","21,297","21,174"
17147,Piatt County, Illinois,"16,429","16,408","16,349","16,526","16,456","16,396"
17149,Pike County, Illinois,"16,071","15,955","15,792","15,738","15,672","15,611"
17151,Pope County, Illinois,"4,453","4,371","4,287","4,179","4,194","4,212"
17153,Pulaski County, Illinois,"5,889","5,794","5,654","5,602","5,541","5,463"
17155,Putnam County, Illinois,"5,854","5,832","5,728","5,714","5,718","5,740"
17157,Randolph County, Illinois,"33,174","33,142","32,803","32,416","32,264","32,106"
17159,Richland County, Illinois,"16,007","16,018","15,953","15,822","15,848","15,763"
17161,Rock Island County, Illinois,"147,688","147,090","146,284","145,230","144,293","143,477"
17163,St. Clair County, Illinois,"266,805","265,922","264,805","263,102","262,426","261,059"
17165,Saline County, Illinois,"24,799","24,492","24,491","24,230","24,035","23,906"
17167,Sangamon County, Illinois,"199,131","199,180","198,884","198,004","196,889","195,348"
17169,Schuyler County, Illinois,"7,391","7,260","7,149","7,029","6,976","6,907"
17171,Scott County, Illinois,"5,211","5,170","5,111","5,048","4,978","4,926"
17173,Shelby County, Illinois,"22,141","22,106","21,823","21,738","21,752","21,741"
17175,Stark County, Illinois,"5,707","5,602","5,505","5,509","5,457","5,427"
17177,Stephenson County, Illinois,"46,672","46,267","45,668","45,497","44,981","44,753"
17179,Tazewell County, Illinois,"136,268","135,363","134,290","133,887","133,391","132,328"
17181,Union County, Illinois,"17,545","17,407","17,290","17,112","16,985","16,841"
17183,Vermilion County, Illinois,"80,588","79,786","79,173","78,494","77,776","76,806"
17185,Wabash County, Illinois,"11,673","11,600","11,626","11,542","11,550","11,549"
17187,Warren County, Illinois,"17,670","17,719","17,466","17,303","17,170","17,032"
17189,Washington County, Illinois,"14,413","14,391","14,262","14,178","13,951","13,995"
17191,Wayne County, Illinois,"16,664","16,593","16,520","16,549","16,442","16,332"
17193,White County, Illinois,"14,435","14,267","14,199","14,070","13,925","13,665"
17195,Whiteside County, Illinois,"57,462","57,019","56,914","56,472","55,947","55,626"
17197,Will County, Illinois,"683,873","685,369","686,142","688,648","691,017","692,310"
17199,Williamson County, Illinois,"67,447","67,410","67,440","67,480","67,107","67,056"
17201,Winnebago County, Illinois,"290,994","288,775","287,222","286,054","284,740","284,081"
17203,Woodford County, Illinois,"39,035","39,061","38,939","38,925","38,699","38,463"
18001,Adams County, Indiana,"34,654","34,768","34,958","35,192","35,422","35,636"
18003,Allen County, Indiana,"363,384","365,199","367,543","369,778","372,210","375,351"
18005,Bartholomew County, Indiana,"79,655","80,499","81,473","82,313","82,429","82,753"
18007,Benton County, Indiana,"8,746","8,718","8,690","8,656","8,617","8,653"
18009,Blackford County, Indiana,"12,458","12,346","12,237","12,105","12,027","11,930"
18011,Boone County, Indiana,"60,342","61,625","63,028","64,168","65,786","66,999"
18013,Brown County, Indiana,"15,055","14,944","14,995","15,000","14,999","15,234"
18015,Carroll County, Indiana,"20,110","19,949","19,882","19,960","20,050","20,127"
18017,Cass County, Indiana,"38,590","38,495","38,114","37,953","37,905","37,955"
18019,Clark County, Indiana,"112,697","114,047","114,831","115,598","116,672","117,360"
18021,Clay County, Indiana,"26,658","26,424","26,390","26,200","26,155","26,170"
18023,Clinton County, Indiana,"32,773","32,471","32,381","32,198","32,207","32,250"
18025,Crawford County, Indiana,"10,621","10,670","10,557","10,582","10,536","10,558"
18027,Daviess County, Indiana,"32,282","32,681","32,811","32,972","33,074","33,147"
18029,Dearborn County, Indiana,"49,740","49,420","49,453","49,434","49,629","49,568"
18031,Decatur County, Indiana,"26,234","26,414","26,336","26,562","26,652","26,794"
18033,DeKalb County, Indiana,"42,339","42,398","42,460","42,612","42,822","43,226"
18035,Delaware County, Indiana,"116,817","116,476","115,765","115,676","115,389","114,772"
18037,Dubois County, Indiana,"42,277","42,297","42,315","42,421","42,491","42,565"
18039,Elkhart County, Indiana,"200,231","201,476","203,024","203,652","204,310","205,560"
18041,Fayette County, Indiana,"23,829","23,444","23,393","23,257","23,153","23,047"
18043,Floyd County, Indiana,"76,017","76,097","76,499","76,697","76,970","77,781"
18045,Fountain County, Indiana,"16,880","16,690","16,531","16,449","16,410","16,351"
18047,Franklin County, Indiana,"22,968","22,981","22,952","22,804","22,739","22,736"
18049,Fulton County, Indiana,"20,447","20,514","20,332","20,110","20,010","20,092"
18051,Gibson County, Indiana,"33,484","33,723","33,620","33,562","33,622","33,452"
18053,Grant County, Indiana,"68,850","68,336","67,486","66,680","66,282","65,936"
18055,Greene County, Indiana,"32,740","32,644","32,414","32,229","32,180","32,006"
18057,Hamilton County, Indiana,"296,904","302,839","308,479","315,990","323,082","330,086"
18059,Hancock County, Indiana,"70,964","71,738","72,392","73,728","74,940","76,351"
18061,Harrison County, Indiana,"38,992","39,167","39,524","39,666","39,851","40,350"
18063,Hendricks County, Indiana,"153,519","155,812","157,754","160,369","163,758","167,009"
18065,Henry County, Indiana,"48,847","48,889","48,661","48,348","48,247","48,271"
18067,Howard County, Indiana,"82,735","82,602","82,340","82,317","82,311","82,366"
18069,Huntington County, Indiana,"36,779","36,610","36,514","36,288","36,239","36,240"
18071,Jackson County, Indiana,"43,436","43,703","43,886","44,004","43,987","44,111"
18073,Jasper County, Indiana,"33,426","33,514","33,487","33,416","33,459","33,370"
18075,Jay County, Indiana,"21,266","21,134","21,136","21,023","20,907","20,764"
18077,Jefferson County, Indiana,"32,396","32,403","32,298","32,230","32,047","32,208"
18079,Jennings County, Indiana,"28,225","27,915","27,829","27,642","27,638","27,611"
18081,Johnson County, Indiana,"145,416","147,103","148,994","151,575","153,922","156,225"
18083,Knox County, Indiana,"38,055","37,961","37,763","37,331","37,094","36,895"
18085,Kosciusko County, Indiana,"77,870","78,382","78,553","78,742","79,010","79,344"
18087,LaGrange County, Indiana,"38,088","38,435","38,614","39,109","39,222","39,330"
18089,Lake County, Indiana,"491,768","490,973","487,895","486,199","484,766","484,411"
18091,LaPorte County, Indiana,"111,421","111,737","110,853","110,254","109,911","110,007"
18093,Lawrence County, Indiana,"45,893","45,648","45,567","45,588","45,625","45,668"
18095,Madison County, Indiana,"130,300","129,744","129,383","129,297","129,460","129,641"
18097,Marion County, Indiana,"929,345","935,449","939,406","944,139","948,952","954,670"
18099,Marshall County, Indiana,"46,919","46,929","46,740","46,600","46,460","46,248"
18101,Martin County, Indiana,"10,233","10,238","10,217","10,191","10,186","10,217"
18103,Miami County, Indiana,"36,165","36,071","36,001","36,041","35,827","35,567"
18105,Monroe County, Indiana,"142,066","143,410","144,220","145,748","146,720","146,917"
18107,Montgomery County, Indiana,"38,135","38,144","38,242","38,249","38,397","38,346"
18109,Morgan County, Indiana,"69,361","69,515","69,565","69,628","69,810","70,116"
18111,Newton County, Indiana,"14,025","14,086","13,968","13,985","14,041","14,011"
18113,Noble County, Indiana,"47,253","47,380","47,531","47,426","47,384","47,532"
18115,Ohio County, Indiana,"5,995","5,966","5,887","5,892","5,845","5,844"
18117,Orange County, Indiana,"19,825","19,761","19,621","19,460","19,404","19,489"
18119,Owen County, Indiana,"21,157","21,023","20,830","20,901","20,793","20,845"
18121,Parke County, Indiana,"17,242","17,241","16,969","16,939","16,903","16,927"
18123,Perry County, Indiana,"19,417","19,332","19,307","18,977","18,988","19,102"
18125,Pike County, Indiana,"12,503","12,500","12,413","12,398","12,332","12,410"
18127,Porter County, Indiana,"166,489","167,182","167,365","167,522","168,544","169,594"
18129,Posey County, Indiana,"25,557","25,596","25,608","25,634","25,566","25,540"
18131,Pulaski County, Indiana,"12,941","12,918","12,796","12,598","12,518","12,469"
18133,Putnam County, Indiana,"37,592","37,673","37,484","37,251","37,610","37,779"
18135,Randolph County, Indiana,"25,617","25,329","25,134","25,110","24,954","24,851"
18137,Ripley County, Indiana,"28,296","28,341","28,377","28,398","28,485","28,523"
18139,Rush County, Indiana,"16,996","16,845","16,710","16,642","16,659","16,663"
18141,St. Joseph County, Indiana,"266,984","267,749","268,203","269,484","269,994","270,771"
18143,Scott County, Indiana,"23,747","23,629","23,657","23,699","23,853","23,878"
18145,Shelby County, Indiana,"44,351","44,374","44,364","44,259","44,404","44,593"
18147,Spencer County, Indiana,"20,759","20,758","20,639","20,491","20,417","20,327"
18149,Starke County, Indiana,"23,138","22,953","22,857","23,015","22,944","22,935"
18151,Steuben County, Indiana,"34,397","34,517","34,491","34,354","34,421","34,586"
18153,Sullivan County, Indiana,"21,137","20,993","20,870","20,709","20,699","20,690"
18155,Switzerland County, Indiana,"10,576","10,543","10,589","10,615","10,674","10,717"
18157,Tippecanoe County, Indiana,"181,977","184,466","186,783","190,504","191,670","193,048"
18159,Tipton County, Indiana,"15,545","15,406","15,252","15,167","15,139","15,128"
18161,Union County, Indiana,"7,307","7,241","7,185","7,140","7,162","7,037"
18163,Vanderburgh County, Indiana,"181,581","181,935","181,449","181,306","180,900","180,974"
18165,Vermillion County, Indiana,"15,853","15,658","15,592","15,586","15,487","15,479"
18167,Vigo County, Indiana,"108,242","107,960","107,586","107,851","107,681","107,386"
18169,Wabash County, Indiana,"32,270","32,101","31,859","31,504","31,410","31,280"
18171,Warren County, Indiana,"8,369","8,339","8,270","8,164","8,198","8,263"
18173,Warrick County, Indiana,"60,853","60,959","61,545","62,066","62,505","62,567"
18175,Washington County, Indiana,"27,785","27,892","27,779","27,734","27,788","27,943"
18177,Wayne County, Indiana,"67,783","67,377","66,965","66,609","66,178","65,936"
18179,Wells County, Indiana,"27,716","27,816","27,847","27,854","28,014","28,206"
18181,White County, Indiana,"24,404","24,436","24,278","24,075","24,165","24,133"
18183,Whitley County, Indiana,"33,286","33,447","33,453","33,493","33,777","34,074"
19001,Adair County, Iowa,"7,387","7,367","7,141","6,998","7,053","7,063"
19003,Adams County, Iowa,"3,892","3,877","3,753","3,692","3,663","3,645"
19005,Allamakee County, Iowa,"14,064","14,058","13,858","13,850","13,804","13,832"
19007,Appanoose County, Iowa,"12,653","12,671","12,572","12,505","12,363","12,437"
19009,Audubon County, Iowa,"5,863","5,771","5,713","5,629","5,566","5,506"
19011,Benton County, Iowa,"25,696","25,622","25,601","25,633","25,633","25,642"
19013,Black Hawk County, Iowa,"132,934","133,403","133,711","133,116","132,409","132,408"
19015,Boone County, Iowa,"26,291","26,296","26,453","26,426","26,476","26,346"
19017,Bremer County, Iowa,"24,575","24,665","24,740","24,737","24,822","24,947"
19019,Buchanan County, Iowa,"21,034","21,139","21,115","21,018","21,156","21,199"
19021,Buena Vista County, Iowa,"20,663","20,622","20,381","20,322","20,102","19,874"
19023,Butler County, Iowa,"14,980","14,963","14,886","14,705","14,582","14,539"
19025,Calhoun County, Iowa,"9,899","9,845","9,800","9,808","9,749","9,699"
19027,Carroll County, Iowa,"20,542","20,498","20,419","20,377","20,273","20,154"
19029,Cass County, Iowa,"13,569","13,392","13,345","13,161","13,126","12,930"
19031,Cedar County, Iowa,"18,277","18,328","18,308","18,410","18,551","18,627"
19033,Cerro Gordo County, Iowa,"43,527","43,206","42,983","43,088","42,997","42,647"
19035,Cherokee County, Iowa,"11,874","11,802","11,487","11,402","11,330","11,321"
19037,Chickasaw County, Iowa,"12,272","12,250","12,149","12,096","12,036","11,964"
19039,Clarke County, Iowa,"9,246","9,195","9,210","9,250","9,331","9,423"
19041,Clay County, Iowa,"16,440","16,485","16,497","16,296","16,153","16,134"
19043,Clayton County, Iowa,"17,795","17,771","17,727","17,657","17,650","17,556"
19045,Clinton County, Iowa,"48,279","47,894","47,550","47,228","46,902","46,518"
19047,Crawford County, Iowa,"17,364","17,172","17,095","17,118","17,119","17,158"
19049,Dallas County, Iowa,"74,952","77,742","80,618","84,257","87,215","90,180"
19051,Davis County, Iowa,"8,767","8,755","8,776","8,884","8,991","9,017"
19053,Decatur County, Iowa,"8,216","8,208","8,132","8,045","7,943","7,890"
19055,Delaware County, Iowa,"17,471","17,392","17,389","17,280","17,158","17,069"
19057,Des Moines County, Iowa,"40,390","40,092","39,860","39,588","39,320","39,138"
19059,Dickinson County, Iowa,"16,878","16,840","17,005","17,110","17,173","17,153"
19061,Dubuque County, Iowa,"95,942","96,483","96,884","96,782","97,009","96,854"
19063,Emmet County, Iowa,"9,880","9,819","9,698","9,572","9,414","9,253"
19065,Fayette County, Iowa,"20,521","20,289","20,139","19,851","19,708","19,660"
19067,Floyd County, Iowa,"16,026","16,001","15,910","15,857","15,761","15,761"
19069,Franklin County, Iowa,"10,509","10,434","10,326","10,183","10,159","10,124"
19071,Fremont County, Iowa,"7,069","7,030","6,913","6,951","6,952","6,993"
19073,Greene County, Iowa,"9,158","9,123","8,942","9,000","8,969","8,981"
19075,Grundy County, Iowa,"12,343","12,391","12,404","12,286","12,322","12,304"
19077,Guthrie County, Iowa,"10,671","10,685","10,652","10,646","10,667","10,720"
19079,Hamilton County, Iowa,"15,342","15,215","15,223","15,093","15,069","14,952"
19081,Hancock County, Iowa,"11,131","11,041","11,028","10,887","10,773","10,712"
19083,Hardin County, Iowa,"17,388","17,331","17,256","17,173","17,007","16,868"
19085,Harrison County, Iowa,"14,357","14,266","14,140","14,048","14,129","14,134"
19087,Henry County, Iowa,"20,022","19,832","19,844","19,829","20,060","20,067"
19089,Howard County, Iowa,"9,439","9,351","9,312","9,253","9,219","9,187"
19091,Humboldt County, Iowa,"9,676","9,635","9,550","9,519","9,578","9,547"
19093,Ida County, Iowa,"7,073","6,970","6,961","6,954","6,856","6,841"
19095,Iowa County, Iowa,"16,279","16,314","16,278","16,185","16,118","16,141"
19097,Jackson County, Iowa,"19,514","19,427","19,362","19,387","19,368","19,432"
19099,Jasper County, Iowa,"36,729","36,882","36,740","36,703","36,985","37,147"
19101,Jefferson County, Iowa,"17,629","17,792","17,916","18,064","18,233","18,381"
19103,Johnson County, Iowa,"140,160","142,745","144,931","146,858","149,213","151,260"
19105,Jones County, Iowa,"20,517","20,542","20,444","20,424","20,684","20,744"
19107,Keokuk County, Iowa,"10,339","10,285","10,172","10,168","10,149","10,225"
19109,Kossuth County, Iowa,"15,333","15,227","15,159","15,110","14,970","14,908"
19111,Lee County, Iowa,"35,236","35,056","34,893","34,459","34,243","34,055"
19113,Linn County, Iowa,"216,480","218,125","220,211","222,081","224,277","225,909"
19115,Louisa County, Iowa,"11,349","11,254","11,279","11,212","11,203","11,169"
19117,Lucas County, Iowa,"8,695","8,633","8,607","8,552","8,550","8,645"
19119,Lyon County, Iowa,"11,696","11,703","11,751","11,781","11,797","11,811"
19121,Madison County, Iowa,"15,482","15,615","15,731","15,824","16,030","16,249"
19123,Mahaska County, Iowa,"22,422","22,365","22,308","22,172","22,197","22,000"
19125,Marion County, Iowa,"33,012","33,270","33,111","33,143","33,105","33,407"
19127,Marshall County, Iowa,"41,007","40,735","40,364","40,129","40,148","39,981"
19129,Mills County, Iowa,"14,907","14,761","14,875","15,035","15,053","15,063"
19131,Mitchell County, Iowa,"10,667","10,698","10,675","10,642","10,570","10,569"
19133,Monona County, Iowa,"9,032","8,899","8,868","8,790","8,746","8,679"
19135,Monroe County, Iowa,"7,979","7,958","7,922","7,831","7,815","7,790"
19137,Montgomery County, Iowa,"10,404","10,382","10,151","10,128","10,111","10,003"
19139,Muscatine County, Iowa,"42,960","42,982","43,020","42,925","42,892","42,929"
19141,O'Brien County, Iowa,"14,046","14,043","13,926","13,933","13,812","13,840"
19143,Osceola County, Iowa,"6,236","6,231","6,163","6,100","6,039","6,040"
19145,Page County, Iowa,"15,516","15,483","15,471","15,349","15,263","15,249"
19147,Palo Alto County, Iowa,"9,166","9,121","9,137","9,028","9,059","8,929"
19149,Plymouth County, Iowa,"24,932","24,912","24,903","25,192","25,091","25,095"
19151,Pocahontas County, Iowa,"7,112","7,097","6,964","6,849","6,840","6,740"
19153,Polk County, Iowa,"452,687","460,977","467,526","474,579","481,086","487,204"
19155,Pottawattamie County, Iowa,"92,864","93,274","93,608","93,592","93,510","93,533"
19157,Poweshiek County, Iowa,"18,605","18,606","18,614","18,543","18,563","18,699"
19159,Ringgold County, Iowa,"4,971","4,961","4,976","4,985","5,029","4,968"
19161,Sac County, Iowa,"10,030","10,046","9,965","9,812","9,796","9,719"
19163,Scott County, Iowa,"170,206","171,317","171,927","172,223","172,692","173,283"
19165,Shelby County, Iowa,"11,898","11,878","11,786","11,653","11,577","11,578"
19167,Sioux County, Iowa,"34,509","34,641","34,769","34,965","34,841","34,909"
19169,Story County, Iowa,"93,871","95,797","96,605","96,845","97,260","98,105"
19171,Tama County, Iowa,"17,431","17,311","17,217","17,191","17,055","16,904"
19173,Taylor County, Iowa,"6,230","6,172","6,256","6,239","6,148","6,191"
19175,Union County, Iowa,"12,614","12,624","12,434","12,368","12,481","12,359"
19177,Van Buren County, Iowa,"7,435","7,391","7,297","7,241","7,164","7,020"
19179,Wapello County, Iowa,"35,509","35,430","35,505","35,330","35,107","35,205"
19181,Warren County, Iowa,"47,355","47,828","48,465","49,353","50,102","51,056"
19183,Washington County, Iowa,"21,945","22,032","22,147","22,137","22,257","22,141"
19185,Wayne County, Iowa,"6,385","6,376","6,358","6,444","6,486","6,401"
19187,Webster County, Iowa,"37,333","37,070","37,048","36,746","36,643","36,277"
19189,Winnebago County, Iowa,"10,429","10,554","10,597","10,597","10,588","10,518"
19191,Winneshiek County, Iowa,"20,839","20,694","20,736","20,413","20,131","20,029"
19193,Woodbury County, Iowa,"102,288","102,309","102,491","102,600","102,052","102,539"
19195,Worth County, Iowa,"7,489","7,557","7,502","7,470","7,461","7,453"
19197,Wright County, Iowa,"12,982","12,905","12,843","12,835","12,749","12,690"
20001,Allen County, Kansas,"13,067","12,890","12,662","12,634","12,518","12,444"
20003,Anderson County, Kansas,"7,853","7,881","7,817","7,815","7,860","7,878"
20005,Atchison County, Kansas,"16,690","16,524","16,419","16,376","16,301","16,193"
20007,Barber County, Kansas,"4,910","4,882","4,824","4,673","4,583","4,472"
20009,Barton County, Kansas,"27,453","27,345","27,173","26,896","26,432","26,111"
20011,Bourbon County, Kansas,"14,836","14,798","14,742","14,642","14,676","14,653"
20013,Brown County, Kansas,"9,910","9,781","9,698","9,633","9,612","9,598"
20015,Butler County, Kansas,"65,676","65,867","66,245","66,628","66,836","66,765"
20017,Chase County, Kansas,"2,689","2,653","2,655","2,631","2,658","2,629"
20019,Chautauqua County, Kansas,"3,528","3,455","3,386","3,359","3,328","3,309"
20021,Cherokee County, Kansas,"20,898","20,766","20,527","20,232","20,114","20,015"
20023,Cheyenne County, Kansas,"2,671","2,686","2,677","2,674","2,690","2,660"
20025,Clark County, Kansas,"2,178","2,114","2,081","2,064","1,999","2,005"
20027,Clay County, Kansas,"8,389","8,302","8,294","8,101","8,016","7,997"
20029,Cloud County, Kansas,"9,356","9,332","9,200","9,095","8,944","8,729"
20031,Coffey County, Kansas,"8,378","8,395","8,290","8,333","8,228","8,233"
20033,Comanche County, Kansas,"1,926","1,950","1,827","1,840","1,767","1,748"
20035,Cowley County, Kansas,"36,164","35,889","35,773","35,717","35,356","35,218"
20037,Crawford County, Kansas,"39,246","39,263","39,151","39,078","39,031","39,019"
20039,Decatur County, Kansas,"2,908","2,897","2,926","2,832","2,878","2,871"
20041,Dickinson County, Kansas,"19,430","19,303","19,204","18,955","18,842","18,717"
20043,Doniphan County, Kansas,"7,876","7,839","7,784","7,712","7,665","7,682"
20045,Douglas County, Kansas,"114,711","116,448","118,222","119,858","120,629","121,436"
20047,Edwards County, Kansas,"2,967","3,025","2,956","2,901","2,893","2,849"
20049,Elk County, Kansas,"2,633","2,695","2,573","2,510","2,522","2,508"
20051,Ellis County, Kansas,"29,030","28,963","29,002","28,948","28,769","28,710"
20053,Ellsworth County, Kansas,"6,368","6,349","6,307","6,304","6,307","6,196"
20055,Finney County, Kansas,"37,097","37,148","37,208","36,963","36,853","36,611"
20057,Ford County, Kansas,"34,900","34,958","34,693","34,594","34,288","33,888"
20059,Franklin County, Kansas,"25,730","25,528","25,469","25,530","25,657","25,631"
20061,Geary County, Kansas,"36,802","36,451","36,660","35,136","33,633","32,594"
20063,Gove County, Kansas,"2,794","2,748","2,698","2,623","2,630","2,612"
20065,Graham County, Kansas,"2,588","2,557","2,597","2,573","2,505","2,492"
20067,Grant County, Kansas,"7,853","7,799","7,737","7,689","7,518","7,336"
20069,Gray County, Kansas,"5,980","6,061","6,077","6,020","5,996","6,033"
20071,Greeley County, Kansas,"1,282","1,301","1,301","1,277","1,233","1,227"
20073,Greenwood County, Kansas,"6,358","6,288","6,233","6,109","6,094","6,055"
20075,Hamilton County, Kansas,"2,620","2,659","2,565","2,629","2,620","2,607"
20077,Harper County, Kansas,"5,839","5,827","5,781","5,669","5,583","5,506"
20079,Harvey County, Kansas,"34,720","34,603","34,811","34,736","34,413","34,210"
20081,Haskell County, Kansas,"4,124","4,099","4,088","4,022","4,031","3,997"
20083,Hodgeman County, Kansas,"1,924","1,883","1,860","1,834","1,849","1,818"
20085,Jackson County, Kansas,"13,310","13,437","13,284","13,269","13,321","13,280"
20087,Jefferson County, Kansas,"18,790","18,822","18,813","18,842","18,990","18,975"
20089,Jewell County, Kansas,"3,060","3,043","2,962","2,880","2,855","2,841"
20091,Johnson County, Kansas,"566,411","573,043","579,708","585,921","591,284","597,555"
20093,Kearny County, Kansas,"3,912","3,939","3,936","3,902","3,940","3,943"
20095,Kingman County, Kansas,"7,801","7,683","7,634","7,412","7,313","7,310"
20097,Kiowa County, Kansas,"2,534","2,532","2,572","2,510","2,501","2,516"
20099,Labette County, Kansas,"20,872","20,774","20,630","20,313","20,152","19,964"
20101,Lane County, Kansas,"1,698","1,666","1,630","1,593","1,546","1,560"
20103,Leavenworth County, Kansas,"78,069","78,537","79,099","80,190","81,032","81,352"
20105,Lincoln County, Kansas,"3,160","3,183","3,144","3,082","3,051","3,023"
20107,Linn County, Kansas,"9,544","9,537","9,582","9,608","9,696","9,750"
20109,Logan County, Kansas,"2,775","2,768","2,786","2,818","2,834","2,844"
20111,Lyon County, Kansas,"33,489","33,154","33,165","33,425","33,344","33,406"
20113,McPherson County, Kansas,"29,412","28,893","28,634","28,411","28,673","28,537"
20115,Marion County, Kansas,"12,203","12,185","12,047","12,008","11,972","11,950"
20117,Marshall County, Kansas,"9,972","9,943","9,842","9,783","9,698","9,722"
20119,Meade County, Kansas,"4,287","4,358","4,303","4,238","4,260","4,146"
20121,Miami County, Kansas,"32,834","32,868","32,756","32,916","33,413","33,680"
20123,Mitchell County, Kansas,"6,308","6,246","6,300","6,224","6,191","6,150"
20125,Montgomery County, Kansas,"34,449","34,095","33,426","32,820","32,388","32,120"
20127,Morris County, Kansas,"5,719","5,664","5,628","5,552","5,466","5,521"
20129,Morton County, Kansas,"3,116","3,040","2,952","2,787","2,744","2,667"
20131,Nemaha County, Kansas,"10,094","10,087","10,093","10,088","10,098","10,155"
20133,Neosho County, Kansas,"16,382","16,323","16,261","16,062","16,028","15,951"
20135,Ness County, Kansas,"3,087","3,089","3,015","2,953","2,878","2,840"
20137,Norton County, Kansas,"5,614","5,534","5,538","5,494","5,436","5,430"
20139,Osage County, Kansas,"16,079","15,969","15,863","15,807","15,830","15,941"
20141,Osborne County, Kansas,"3,800","3,752","3,642","3,592","3,556","3,475"
20143,Ottawa County, Kansas,"6,043","6,029","5,937","5,908","5,834","5,802"
20145,Pawnee County, Kansas,"6,863","6,822","6,768","6,717","6,670","6,562"
20147,Phillips County, Kansas,"5,562","5,496","5,421","5,404","5,400","5,317"
20149,Pottawatomie County, Kansas,"22,573","22,738","23,126","23,612","23,972","24,277"
20151,Pratt County, Kansas,"9,776","9,767","9,696","9,554","9,513","9,378"
20153,Rawlins County, Kansas,"2,562","2,543","2,508","2,500","2,485","2,508"
20155,Reno County, Kansas,"64,072","63,699","63,591","63,184","62,688","62,342"
20157,Republic County, Kansas,"4,767","4,741","4,688","4,660","4,675","4,664"
20159,Rice County, Kansas,"9,976","9,968","9,925","9,788","9,598","9,531"
20161,Riley County, Kansas,"76,936","76,485","77,149","75,163","73,982","73,703"
20163,Rooks County, Kansas,"5,194","5,204","5,182","5,123","5,067","5,013"
20165,Rush County, Kansas,"3,178","3,162","3,100","3,055","3,065","3,093"
20167,Russell County, Kansas,"6,974","7,004","7,040","7,004","6,929","6,907"
20169,Saline County, Kansas,"55,762","55,524","55,453","54,977","54,529","54,401"
20171,Scott County, Kansas,"4,909","4,969","4,952","4,983","4,943","4,897"
20173,Sedgwick County, Kansas,"506,518","509,072","511,164","513,188","513,289","513,607"
20175,Seward County, Kansas,"23,335","23,335","23,270","22,878","22,199","21,780"
20177,Shawnee County, Kansas,"178,657","178,586","178,736","178,426","178,173","177,499"
20179,Sheridan County, Kansas,"2,500","2,502","2,476","2,487","2,531","2,533"
20181,Sherman County, Kansas,"6,090","6,067","5,963","5,954","5,948","5,899"
20183,Smith County, Kansas,"3,699","3,729","3,689","3,656","3,636","3,603"
20185,Stafford County, Kansas,"4,340","4,282","4,216","4,186","4,207","4,178"
20187,Stanton County, Kansas,"2,176","2,139","2,069","2,089","2,029","1,987"
20189,Stevens County, Kansas,"5,810","5,842","5,795","5,661","5,573","5,559"
20191,Sumner County, Kansas,"23,533","23,379","23,403","23,165","23,098","22,996"
20193,Thomas County, Kansas,"7,933","7,836","7,896","7,847","7,830","7,711"
20195,Trego County, Kansas,"2,945","2,895","2,906","2,849","2,848","2,793"
20197,Wabaunsee County, Kansas,"7,025","6,938","6,884","6,881","6,839","6,899"
20199,Wallace County, Kansas,"1,560","1,501","1,505","1,502","1,526","1,503"
20201,Washington County, Kansas,"5,625","5,610","5,568","5,563","5,466","5,420"
20203,Wichita County, Kansas,"2,190","2,185","2,164","2,130","2,130","2,105"
20205,Wilson County, Kansas,"9,094","8,973","8,848","8,700","8,712","8,665"
20207,Woodson County, Kansas,"3,216","3,188","3,144","3,190","3,145","3,183"
20209,Wyandotte County, Kansas,"160,984","162,320","163,832","164,934","165,313","165,324"
21001,Adair County, Kentucky,"19,126","19,265","19,168","19,264","19,294","19,215"
21003,Allen County, Kentucky,"20,333","20,510","20,678","20,738","20,921","21,122"
21005,Anderson County, Kentucky,"21,737","21,853","21,891","22,146","22,518","22,663"
21007,Ballard County, Kentucky,"8,254","8,189","8,216","8,045","8,021","7,979"
21009,Barren County, Kentucky,"42,952","43,048","43,566","43,794","43,815","44,176"
21011,Bath County, Kentucky,"11,974","12,131","12,201","12,245","12,378","12,383"
21013,Bell County, Kentucky,"28,047","27,847","27,391","27,231","26,904","26,569"
21015,Boone County, Kentucky,"124,680","126,330","127,818","129,185","130,611","131,533"
21017,Bourbon County, Kentucky,"20,038","20,074","20,182","20,147","20,132","20,184"
21019,Boyd County, Kentucky,"48,917","48,840","48,506","48,109","47,759","47,240"
21021,Boyle County, Kentucky,"29,634","29,810","29,762","29,933","29,958","30,100"
