FIPS,County,State,pop_13,pop_14,pop_15,pop_17,pop_16,pop_18
30077,Powell County, Montana,6957,6883,6800,6844,6808,6968
30079,Prairie County, Montana,1163,1125,1142,1166,1112,1087
30081,Ravalli County, Montana,40668,40743,41143,41904,42548,43172
30083,Richland County, Montana,11154,11531,11904,11410,11041,10913
30085,Roosevelt County, Montana,11088,11285,11415,11219,11160,11059
30087,Rosebud County, Montana,9306,9328,9353,9246,9259,9063
30089,Sanders County, Montana,11308,11312,11294,11461,11692,11844
30091,Sheridan County, Montana,3625,3660,3671,3607,3501,3424
30093,Silver Bow County, Montana,34580,34758,34691,34714,34915,34993
30095,Stillwater County, Montana,9264,9244,9436,9382,9452,9534
30097,Sweet Grass County, Montana,3658,3640,3620,3614,3683,3710
30099,Teton County, Montana,6050,6031,6068,6023,6114,6162
30101,Toole County, Montana,5122,5117,5079,4952,4881,4853
30103,Treasure County, Montana,693,689,684,680,676,679
30105,Valley County, Montana,7627,7628,7623,7539,7433,7437
30107,Wheatland County, Montana,2123,2090,2110,2127,2184,2236
30109,Wibaux County, Montana,1100,1083,1071,1041,1017,1034
30111,Yellowstone County, Montana,153771,155275,156534,157903,159229,160137
31001,Adams County, Nebraska,31534,31396,31569,31663,31774,31511
31003,Antelope County, Nebraska,6472,6419,6413,6343,6348,6336
31005,Arthur County, Nebraska,454,451,451,466,455,465
31007,Banner County, Nebraska,678,670,713,720,734,730
31009,Blaine County, Nebraska,470,490,477,470,478,476
31011,Boone County, Nebraska,5397,5356,5311,5332,5329,5239
31013,Box Butte County, Nebraska,11297,11299,11327,11185,10860,10772
31015,Boyd County, Nebraska,2016,2019,2000,1975,1962,1955
31017,Brown County, Nebraska,2958,2974,2982,2980,3007,2973
31019,Buffalo County, Nebraska,48002,48205,48615,49215,49502,49615
31021,Burt County, Nebraska,6568,6543,6535,6535,6537,6488
31023,Butler County, Nebraska,8230,8178,8056,7996,8040,8058
31025,Cass County, Nebraska,25295,25404,25413,25630,25904,26159
31027,Cedar County, Nebraska,8624,8541,8515,8597,8515,8446
31029,Chase County, Nebraska,3979,3979,3961,3913,3944,3977
31031,Cherry County, Nebraska,5754,5741,5818,5825,5807,5761
31033,Cheyenne County, Nebraska,10065,10112,10136,10044,9657,9310
31035,Clay County, Nebraska,6358,6314,6292,6137,6204,6214
31037,Colfax County, Nebraska,10455,10666,10734,10746,10775,10881
31039,Cuming County, Nebraska,9010,9018,9077,8956,8964,8940
31041,Custer County, Nebraska,10832,10773,10830,10827,10880,10840
31043,Dakota County, Nebraska,20777,20565,20566,20302,20068,20083
31045,Dawes County, Nebraska,9061,9018,8954,8907,8885,8716
31047,Dawson County, Nebraska,24029,23998,23903,23765,23643,23709
31049,Deuel County, Nebraska,1920,1926,1910,1861,1868,1825
31051,Dixon County, Nebraska,5811,5757,5765,5738,5760,5709
31053,Dodge County, Nebraska,36498,36616,36560,36655,36794,36791
31055,Douglas County, Nebraska,536783,543098,549052,555358,560573,566880
31057,Dundy County, Nebraska,1957,1865,1773,1810,1793,1770
31059,Fillmore County, Nebraska,5637,5603,5554,5623,5564,5527
31061,Franklin County, Nebraska,3063,3048,2977,2994,2988,3023
31063,Frontier County, Nebraska,2716,2722,2632,2647,2626,2608
31065,Furnas County, Nebraska,4830,4852,4830,4763,4768,4715
31067,Gage County, Nebraska,21766,21555,21706,21608,21615,21493
31069,Garden County, Nebraska,1923,1908,1916,1907,1897,1897
31071,Garfield County, Nebraska,2022,2000,2014,1994,1999,1987
31073,Gosper County, Nebraska,2017,2004,2025,2025,2027,1996
31075,Grant County, Nebraska,633,626,646,665,649,660
31077,Greeley County, Nebraska,2483,2483,2435,2401,2377,2356
31079,Hall County, Nebraska,60490,61104,61149,61477,61377,61607
31081,Hamilton County, Nebraska,9123,9102,9140,9157,9210,9280
31083,Harlan County, Nebraska,3487,3468,3442,3452,3428,3401
31085,Hayes County, Nebraska,947,910,915,890,893,916
31087,Hitchcock County, Nebraska,2857,2882,2883,2831,2815,2806
31089,Holt County, Nebraska,10382,10361,10268,10230,10186,10178
31091,Hooker County, Nebraska,731,722,714,683,668,682
31093,Howard County, Nebraska,6337,6352,6382,6407,6414,6468
31095,Jefferson County, Nebraska,7512,7299,7213,7166,7164,7097
31097,Johnson County, Nebraska,5166,5221,5240,5214,5176,5134
31099,Kearney County, Nebraska,6485,6587,6556,6558,6513,6544
31101,Keith County, Nebraska,8154,8170,8132,8092,8078,8021
31103,Keya Paha County, Nebraska,790,795,797,792,793,810
31105,Kimball County, Nebraska,3694,3726,3716,3675,3601,3618
31107,Knox County, Nebraska,8553,8473,8468,8484,8458,8419
31109,Lancaster County, Nebraska,297120,302644,306136,310440,313977,317272
31111,Lincoln County, Nebraska,35938,35652,35512,35501,35314,35185
31113,Logan County, Nebraska,777,767,790,789,762,749
31115,Loup County, Nebraska,587,596,606,615,605,618
31117,McPherson County, Nebraska,528,510,489,503,494,492
31119,Madison County, Nebraska,35158,35100,35021,35036,35272,35392
31121,Merrick County, Nebraska,7825,7784,7801,7834,7861,7733
31123,Morrill County, Nebraska,4926,4919,4925,4865,4808,4686
31125,Nance County, Nebraska,3558,3527,3573,3563,3576,3532
31127,Nemaha County, Nebraska,7148,7129,7002,6971,6961,6958
31129,Nuckolls County, Nebraska,4384,4347,4316,4259,4260,4195
31131,Otoe County, Nebraska,15688,15780,15840,15941,15932,15985
31133,Pawnee County, Nebraska,2750,2725,2690,2698,2633,2632
31135,Perkins County, Nebraska,2894,2878,2937,2898,2894,2929
31137,Phelps County, Nebraska,9179,9162,9214,9187,9042,8996
31139,Pierce County, Nebraska,7180,7202,7189,7142,7108,7142
31141,Platte County, Nebraska,32603,32752,32890,33028,33282,33363
31143,Polk County, Nebraska,5246,5272,5179,5203,5344,5278
31145,Red Willow County, Nebraska,11053,10900,10886,10770,10750,10726
31147,Richardson County, Nebraska,8132,8108,8022,7999,7981,7937
31149,Rock County, Nebraska,1440,1449,1417,1404,1422,1360
31151,Saline County, Nebraska,14305,14303,14204,14227,14357,14350
31153,Sarpy County, Nebraska,169001,171872,175245,178503,181678,184459
31155,Saunders County, Nebraska,20876,20858,20946,20993,21019,21303
31157,Scotts Bluff County, Nebraska,36850,36435,36230,36409,36213,35989
31159,Seward County, Nebraska,16991,17008,16995,17110,17202,17318
31161,Sheridan County, Nebraska,5209,5253,5216,5231,5278,5190
31163,Sherman County, Nebraska,3061,3034,3036,3011,3090,3038
31165,Sioux County, Nebraska,1330,1321,1276,1259,1201,1187
31167,Stanton County, Nebraska,6088,6098,5942,5971,5977,5970
31169,Thayer County, Nebraska,5177,5211,5127,5079,5036,5039
31171,Thomas County, Nebraska,705,701,695,727,730,720
31173,Thurston County, Nebraska,6873,6961,7072,7141,7225,7303
31175,Valley County, Nebraska,4181,4217,4168,4200,4230,4190
31177,Washington County, Nebraska,19852,19929,19922,20227,20351,20667
31179,Wayne County, Nebraska,9444,9405,9373,9395,9260,9403
31181,Webster County, Nebraska,3643,3645,3592,3567,3520,3533
31183,Wheeler County, Nebraska,779,786,779,804,816,805
31185,York County, Nebraska,13853,13918,13796,13738,13770,13772
32001,Churchill County, Nevada,23923,23819,23934,23869,23989,24440
32003,Clark County, Nevada,2018003,2054263,2098105,2140547,2183310,2231647
32005,Douglas County, Nevada,46938,47382,47424,47848,48018,48467
32007,Elko County, Nevada,52356,52557,51747,52123,52371,52460
32009,Esmeralda County, Nevada,848,825,830,826,843,826
32011,Eureka County, Nevada,2049,1988,2029,1936,1950,2003
32013,Humboldt County, Nevada,17357,17219,17023,16792,16702,16786
32015,Lander County, Nevada,6065,5973,5884,5696,5604,5575
32017,Lincoln County, Nevada,5268,5197,5137,5154,5182,5201
32019,Lyon County, Nevada,51094,51339,51986,52726,53915,55808
32021,Mineral County, Nevada,4553,4469,4422,4380,4454,4514
32023,Nye County, Nevada,42876,42851,42988,43289,44051,45346
32027,Pershing County, Nevada,6845,6706,6624,6584,6473,6666
32029,Storey County, Nevada,3795,3803,3878,3992,4003,4029
32031,Washoe County, Nevada,431223,436493,442728,450142,457333,465735
32033,White Pine County, Nevada,10043,10032,9858,9721,9599,9475
32510,Carson City, Nevada,53736,54096,54069,54147,54608,55414
33001,Belknap County, New Hampshire,60236,60285,60347,60700,60845,61022
33003,Carroll County, New Hampshire,47520,47429,47392,47493,48109,48779
33005,Cheshire County, New Hampshire,76714,76424,76261,75950,76185,76493
33007,Coos County, New Hampshire,31957,32783,32332,31903,31584,31589
33009,Grafton County, New Hampshire,89900,89926,89415,89982,89947,89786
33011,Hillsborough County, New Hampshire,405065,407071,408811,411150,413157,415247
33013,Merrimack County, New Hampshire,147511,148141,148670,149150,150169,151132
33015,Rockingham County, New Hampshire,299420,301481,302930,304778,307281,309176
33017,Strafford County, New Hampshire,125022,126523,126978,128175,129421,130090
33019,Sullivan County, New Hampshire,43063,43160,43158,43092,43069,43144
34001,Atlantic County, New Jersey,274369,272656,270471,267813,266328,265429
34003,Bergen County, New Jersey,920203,923757,926997,928979,933569,936692
34005,Burlington County, New Jersey,448850,448224,446923,446108,445196,445384
34007,Camden County, New Jersey,510128,508554,507784,507075,506343,507078
34009,Cape May County, New Jersey,95506,94923,94180,93679,93184,92560
34011,Cumberland County, New Jersey,156120,156086,154838,153355,151748,150972
34013,Essex County, New Jersey,786817,788975,790508,792617,795908,799767
34015,Gloucester County, New Jersey,289720,290530,290823,290647,290850,291408
34017,Hudson County, New Jersey,657217,660502,664744,668928,672922,676061
34019,Hunterdon County, New Jersey,126381,125847,125396,124668,124628,124714
34021,Mercer County, New Jersey,369517,369017,368352,368028,368602,369811
34023,Middlesex County, New Jersey,821844,824349,825867,825907,827684,829685
34025,Monmouth County, New Jersey,626980,625647,624320,623286,622327,621354
34027,Morris County, New Jersey,496114,494982,494432,494046,494225,494228
34029,Ocean County, New Jersey,582022,584449,587137,590990,595470,601651
34031,Passaic County, New Jersey,504006,504758,504588,503853,503694,503310
34033,Salem County, New Jersey,64789,64328,63720,63189,62838,62607
34035,Somerset County, New Jersey,329024,329342,329678,329996,330700,331164
34037,Sussex County, New Jersey,145615,144578,142996,141932,141185,140799
34039,Union County, New Jersey,546237,548282,550367,553343,555273,558067
34041,Warren County, New Jersey,106903,106994,106748,106077,105869,105779
35001,Bernalillo County, New Mexico,676497,676229,676678,678165,678686,678701
35003,Catron County, New Mexico,3589,3550,3480,3522,3567,3578
35005,Chaves County, New Mexico,66059,65880,65878,65697,65153,64689
35006,Cibola County, New Mexico,27419,27158,27047,27043,26895,26746
35007,Colfax County, New Mexico,13082,12718,12449,12280,12206,12110
35009,Curry County, New Mexico,50775,51115,50299,50303,49842,49437
35011,De Baca County, New Mexico,1927,1859,1871,1833,1813,1781
35013,Doña Ana County, New Mexico,214394,214084,214151,214748,216186,217522
35015,Eddy County, New Mexico,55668,56690,57724,57667,57205,57900
35017,Grant County, New Mexico,29096,28863,28361,28043,27692,27346
35019,Guadalupe County, New Mexico,4532,4443,4351,4368,4409,4341
35021,Harding County, New Mexico,691,693,719,687,687,655
35023,Hidalgo County, New Mexico,4623,4549,4436,4326,4305,4240
35025,Lea County, New Mexico,68644,70211,71496,70254,69057,69611
35027,Lincoln County, New Mexico,19981,19605,19365,19399,19483,19556
35028,Los Alamos County, New Mexico,17950,17807,17830,18239,18804,19101
35029,Luna County, New Mexico,24607,24448,24382,24379,24148,23963
35031,McKinley County, New Mexico,72674,72807,73461,73106,72574,72290
35033,Mora County, New Mexico,4697,4616,4613,4539,4542,4506
35035,Otero County, New Mexico,66326,65362,64739,65644,66198,66781
35037,Quay County, New Mexico,8676,8466,8446,8390,8310,8253
35039,Rio Arriba County, New Mexico,40069,39739,39364,39233,39191,39006
35041,Roosevelt County, New Mexico,20028,19656,19140,19143,18905,18743
35043,Sandoval County, New Mexico,136326,137039,138531,140471,142624,145179
35045,San Juan County, New Mexico,129468,129094,128261,127973,126902,125043
35047,San Miguel County, New Mexico,28829,28505,28233,28058,27782,27591
35049,Santa Fe County, New Mexico,147487,147819,148206,148888,149617,150056
35051,Sierra County, New Mexico,11528,11267,11235,11113,11090,10968
35053,Socorro County, New Mexico,17514,17267,17146,16967,16885,16735
35055,Taos County, New Mexico,32962,32971,32814,32960,32862,32835
35057,Torrance County, New Mexico,15825,15669,15608,15515,15593,15591
35059,Union County, New Mexico,4347,4248,4166,4154,4188,4118
35061,Valencia County, New Mexico,76502,75915,75731,75682,75994,76456
36001,Albany County, New York,306613,307190,307476,307628,307717,307117
36003,Allegany County, New York,47892,47646,47324,47039,46688,46430
36005,Bronx County, New York,1422340,1431538,1440726,1445237,1439725,1432132
36007,Broome County, New York,197911,197251,195794,194345,192959,191659
36009,Cattaraugus County, New York,79000,78685,77951,77708,77245,76840
36011,Cayuga County, New York,79090,78768,78300,77666,77463,77145
36013,Chautauqua County, New York,132848,131750,130634,129350,128609,127939
36015,Chemung County, New York,88192,87179,86718,85676,84874,84254
36017,Chenango County, New York,49479,49326,48772,48317,47790,47536
36019,Clinton County, New York,81516,81460,80723,80524,80567,80695
36021,Columbia County, New York,62160,61938,61453,60882,60408,59916
36023,Cortland County, New York,48907,48743,48296,47919,47836,47823
36025,Delaware County, New York,46801,46561,45954,45446,45020,44527
36027,Dutchess County, New York,296272,295146,294108,293049,293450,293718
36029,Erie County, New York,920883,921794,920543,918479,918794,919719
36031,Essex County, New York,38587,38311,37958,37675,37511,37300
36033,Franklin County, New York,51213,51102,50542,51077,50444,50293
36035,Fulton County, New York,54359,53945,53800,53604,53777,53591
36037,Genesee County, New York,59124,58740,58470,58022,57816,57511
36039,Greene County, New York,48304,47962,47634,47525,47474,47491
36041,Hamilton County, New York,4766,4700,4699,4557,4481,4434
36043,Herkimer County, New York,63881,63384,62654,62446,62209,61833
36045,Jefferson County, New York,118515,118005,116403,113015,113063,111755
36047,Kings County, New York,2588501,2602680,2610607,2611232,2596385,2582830
36049,Lewis County, New York,27100,27091,26830,26652,26576,26447
36051,Livingston County, New York,64620,64586,64318,63942,63461,63227
36053,Madison County, New York,72457,72204,71672,71291,70831,70795
36055,Monroe County, New York,748326,747425,745376,743531,742436,742474
36057,Montgomery County, New York,49738,49673,49579,49206,49216,49455
36059,Nassau County, New York,1352399,1355029,1355319,1356463,1357664,1358343
36061,New York County, New York,1627806,1630946,1636713,1636261,1629780,1628701
36063,Niagara County, New York,214110,213322,212366,211534,210866,210433
36065,Oneida County, New York,233356,232626,231234,230348,230127,229577
36067,Onondaga County, New York,468181,467342,466233,464033,461791,461809
36069,Ontario County, New York,109043,109334,109285,109267,109609,109864
36071,Orange County, New York,374539,375181,376152,378047,379803,381951
36073,Orleans County, New York,42220,41850,41457,41196,40759,40612
36075,Oswego County, New York,121169,120588,119728,118881,118426,117898
36077,Otsego County, New York,61614,60951,60497,60119,59903,59749
36079,Putnam County, New York,99584,99459,99219,98812,98966,98892
36081,Queens County, New York,2288194,2300148,2307614,2309032,2296865,2278906
36083,Rensselaer County, New York,159538,159661,159456,159334,159261,159442
36085,Richmond County, New York,471898,472075,472521,474214,475516,476179
36087,Rockland County, New York,319330,321176,323078,323640,324839,325695
36089,St. Lawrence County, New York,111928,111437,110331,109411,108562,108047
36091,Saratoga County, New York,224082,224518,226053,227048,229102,230163
36093,Schenectady County, New York,154957,155042,154738,154473,154814,155350
36095,Schoharie County, New York,31905,31773,31408,31307,31236,31097
36097,Schuyler County, New York,18372,18164,18013,17948,17925,17912
36099,Seneca County, New York,35227,34887,34814,34731,34327,34300
36101,Steuben County, New York,98845,98173,97524,96895,96249,95796
36103,Suffolk County, New York,1497489,1495757,1492278,1486804,1483571,1481093
36105,Sullivan County, New York,76949,75647,74854,74977,75079,75498
36107,Tioga County, New York,50110,49833,49360,48822,48650,48560
36109,Tompkins County, New York,103553,103385,103018,102938,102678,102793
36111,Ulster County, New York,180701,180419,179692,179080,178723,178599
36113,Warren County, New York,65085,64870,64411,64428,64428,64265
36115,Washington County, New York,62749,62464,62225,61767,61489,61197
36117,Wayne County, New York,92350,91806,91284,90754,90372,90064
36119,Westchester County, New York,964805,967407,969220,970556,969279,967612
36121,Wyoming County, New York,41353,41129,40922,40406,40283,40085
36123,Yates County, New York,25207,25148,25080,25023,24952,24841
37001,Alamance County, North Carolina,154199,155425,157100,160392,163529,166436
37003,Alexander County, North Carolina,37016,36992,36960,37142,37146,37353
37005,Alleghany County, North Carolina,10905,10895,10861,10926,11023,11161
37007,Anson County, North Carolina,25964,25974,25620,25182,24878,24877
37009,Ashe County, North Carolina,26849,26772,26637,26611,26803,27109
37011,Avery County, North Carolina,17614,17615,17455,17423,17505,17505
37013,Beaufort County, North Carolina,47372,47328,47385,47370,47051,47079
37015,Bertie County, North Carolina,20326,20321,20167,19432,19274,19026
37017,Bladen County, North Carolina,34642,34386,34140,33704,33468,33190
37019,Brunswick County, North Carolina,114920,118308,122211,126302,130735,136744
37021,Buncombe County, North Carolina,246823,249122,251973,254988,257185,259103
37023,Burke County, North Carolina,89345,89289,89324,89438,90127,90382
37025,Cabarrus County, North Carolina,187036,191490,196215,201470,206724,211342
37027,Caldwell County, North Carolina,82044,81665,81512,81767,81920,82029
37029,Camden County, North Carolina,10115,10276,10284,10402,10561,10710
37031,Carteret County, North Carolina,68384,68634,68711,68811,68919,69524
37033,Caswell County, North Carolina,23098,22811,22822,22765,22632,22698
37035,Catawba County, North Carolina,155012,155139,155571,156471,157811,158652
37037,Chatham County, North Carolina,65244,66665,68256,69646,71248,73139
37039,Cherokee County, North Carolina,27119,27075,27098,27805,27980,28383
37041,Chowan County, North Carolina,14668,14504,14249,14201,14040,14029
37043,Clay County, North Carolina,10595,10562,10619,10743,11001,11139
37045,Cleveland County, North Carolina,96874,97018,96885,97017,97228,97645
37047,Columbus County, North Carolina,57071,56878,56666,56279,55987,55655
37049,Craven County, North Carolina,104302,104078,102906,102760,102754,102912
37051,Cumberland County, North Carolina,332984,332383,331278,333300,331239,332330
37053,Currituck County, North Carolina,24250,24817,25112,25654,26323,27072
37055,Dare County, North Carolina,34810,34894,35432,35765,36115,36501
37057,Davidson County, North Carolina,163325,163425,163575,164394,165313,166614
37059,Davie County, North Carolina,41441,41265,41655,41933,42369,42733
37061,Duplin County, North Carolina,59328,59442,58892,59260,58862,58856
37063,Durham County, North Carolina,288759,295199,300755,307705,311888,316739
37065,Edgecombe County, North Carolina,55435,54875,53744,53277,52757,52005
37067,Forsyth County, North Carolina,360657,364537,367348,371157,375724,379099
37069,Franklin County, North Carolina,62065,62689,63630,64596,66033,67560
37071,Gaston County, North Carolina,209228,210573,212971,216716,219819,222846
37073,Gates County, North Carolina,11701,11631,11529,11567,11515,11573
37075,Graham County, North Carolina,8722,8624,8598,8545,8534,8484
37077,Granville County, North Carolina,57759,57999,58182,58699,59374,60115
37079,Greene County, North Carolina,21016,21018,20952,21080,20980,21012
37081,Guilford County, North Carolina,506401,512275,517414,525055,529496,533670
37083,Halifax County, North Carolina,53188,52839,52178,51811,51282,50574
37085,Harnett County, North Carolina,125032,126704,128027,130631,132229,134214
37087,Haywood County, North Carolina,58966,59134,59636,60389,61036,61971
37089,Henderson County, North Carolina,108885,110270,111926,113723,115457,116748
37091,Hertford County, North Carolina,24577,24582,24380,24216,23926,23659
37093,Hoke County, North Carolina,51156,51588,52728,52973,54141,54764
37095,Hyde County, North Carolina,5652,5598,5428,5440,5267,5230
37097,Iredell County, North Carolina,164582,166514,169497,172552,175628,178435
37099,Jackson County, North Carolina,40984,40907,41281,42573,43192,43327
37101,Johnston County, North Carolina,177256,180758,185135,190868,196423,202675
37103,Jones County, North Carolina,10005,9851,9785,9602,9602,9637
37105,Lee County, North Carolina,59785,59430,59440,59737,60567,61452
37107,Lenoir County, North Carolina,58737,58261,57994,57263,56641,55976
37109,Lincoln County, North Carolina,79081,79418,80535,81118,82365,83770
37111,McDowell County, North Carolina,45031,45018,44976,44882,45164,45507
37113,Macon County, North Carolina,33735,33823,34078,34241,34624,35285
37115,Madison County, North Carolina,21149,21189,21138,21359,21577,21763
37117,Martin County, North Carolina,23637,23437,23262,23122,22776,22671
37119,Mecklenburg County, North Carolina,990785,1010412,1033282,1056665,1077311,1093901
37121,Mitchell County, North Carolina,15275,15166,15063,14991,14979,15000
37123,Montgomery County, North Carolina,27454,27291,27456,27325,27347,27271
37125,Moore County, North Carolina,91369,92825,94014,95392,97232,98682
37127,Nash County, North Carolina,94428,94216,93805,93968,94012,94016
37129,New Hanover County, North Carolina,212938,215996,219440,224789,228657,232274
37131,Northampton County, North Carolina,20860,20659,20538,20143,19913,19676
37133,Onslow County, North Carolina,192351,191820,193037,192184,194838,197683
37135,Orange County, North Carolina,139404,140333,141379,142991,143960,146027
37137,Pamlico County, North Carolina,12883,12874,12743,12769,12654,12670
37139,Pasquotank County, North Carolina,39551,39441,39407,39431,39476,39639
37141,Pender County, North Carolina,54786,55908,57455,58807,60768,62162
37143,Perquimans County, North Carolina,13634,13538,13467,13408,13460,13422
37145,Person County, North Carolina,39247,39122,39206,39297,39395,39507
37147,Pitt County, North Carolina,174384,174998,176098,177232,178617,179914
37149,Polk County, North Carolina,20392,20371,20401,20388,20518,20611
37151,Randolph County, North Carolina,142327,142510,142634,143146,143149,143351
37153,Richmond County, North Carolina,46133,45778,45435,45021,44825,44887
37155,Robeson County, North Carolina,135140,134945,134461,133384,132590,131831
37157,Rockingham County, North Carolina,91903,91800,91676,91345,90841,90690
37159,Rowan County, North Carolina,137742,138142,138588,139495,140537,141262
37161,Rutherford County, North Carolina,66848,66567,66388,66311,66568,66826
37163,Sampson County, North Carolina,63917,63820,63605,63323,63433,63626
37165,Scotland County, North Carolina,35915,35665,35330,35331,35172,34810
37167,Stanly County, North Carolina,60631,60619,60635,60792,61451,62075
37169,Stokes County, North Carolina,46517,46326,46146,45887,45697,45467
37171,Surry County, North Carolina,72644,72492,71971,71964,72118,71948
37173,Swain County, North Carolina,13979,14240,14328,14193,14266,14245
37175,Transylvania County, North Carolina,32828,32954,33167,33406,33825,34215
37177,Tyrrell County, North Carolina,4104,4120,4137,4025,4183,4131
37179,Union County, North Carolina,212229,217738,222017,226383,231424,235908
37181,Vance County, North Carolina,44505,44537,44480,44500,44312,44582
37183,Wake County, North Carolina,974007,997789,1022431,1048381,1071886,1092305
37185,Warren County, North Carolina,20600,20385,20213,19892,19869,19807
37187,Washington County, North Carolina,12689,12496,12282,12122,12019,11859
37189,Watauga County, North Carolina,52297,52397,53062,54095,55088,55945
37191,Wayne County, North Carolina,124622,124631,124428,124448,123257,123248
37193,Wilkes County, North Carolina,68622,68432,68291,68554,68464,68557
37195,Wilson County, North Carolina,81186,81006,81281,81370,81567,81455
37197,Yadkin County, North Carolina,38067,37850,37628,37663,37643,37543
37199,Yancey County, North Carolina,17550,17546,17556,17618,17712,17903
38001,Adams County, North Dakota,2392,2388,2398,2344,2330,2294
38003,Barnes County, North Dakota,11111,11060,11005,10896,10676,10542
38005,Benson County, North Dakota,6896,6883,6817,6835,6935,6962
38007,Billings County, North Dakota,912,920,947,946,920,919
38009,Bottineau County, North Dakota,6740,6685,6734,6577,6536,6411
38011,Bowman County, North Dakota,3215,3239,3280,3223,3156,3076
38013,Burke County, North Dakota,2305,2261,2344,2226,2134,2100
38015,Burleigh County, North Dakota,88418,90509,93180,94566,95158,95273
38017,Cass County, North Dakota,162835,166553,170734,174271,177937,181516
38019,Cavalier County, North Dakota,3855,3846,3826,3824,3795,3829
38021,Dickey County, North Dakota,5193,5098,5042,4968,4841,4903
38023,Divide County, North Dakota,2327,2428,2456,2386,2291,2283
38025,Dunn County, North Dakota,4139,4376,4579,4372,4277,4332
38027,Eddy County, North Dakota,2368,2329,2305,2289,2328,2313
38029,Emmons County, North Dakota,3477,3413,3399,3340,3312,3295
38031,Foster County, North Dakota,3355,3337,3327,3312,3258,3216
38033,Golden Valley County, North Dakota,1825,1852,1879,1857,1785,1769
38035,Grand Forks County, North Dakota,69103,69770,70371,70515,70572,70770
38037,Grant County, North Dakota,2393,2374,2397,2381,2376,2374
38039,Griggs County, North Dakota,2284,2290,2287,2257,2262,2232
38041,Hettinger County, North Dakota,2643,2626,2656,2596,2485,2514
38043,Kidder County, North Dakota,2445,2448,2448,2476,2480,2450
38045,LaMoure County, North Dakota,4101,4096,4136,4109,4096,4062
38047,Logan County, North Dakota,1933,1941,1929,1932,1929,1903
38049,McHenry County, North Dakota,5908,5977,5975,5968,5898,5816
38051,McIntosh County, North Dakota,2736,2743,2722,2604,2615,2585
38053,McKenzie County, North Dakota,9274,10975,12781,12566,12727,13632
38055,McLean County, North Dakota,9462,9550,9660,9641,9650,9541
38057,Mercer County, North Dakota,8588,8712,8786,8619,8466,8267
38059,Morton County, North Dakota,28928,29775,30239,30707,30906,31095
38061,Mountrail County, North Dakota,9336,9747,10299,10220,10273,10218
38063,Nelson County, North Dakota,3059,3021,2918,2881,2909,2869
38065,Oliver County, North Dakota,1890,1869,1866,1896,1937,1952
38067,Pembina County, North Dakota,7100,7070,7035,7050,6978,6947
38069,Pierce County, North Dakota,4420,4365,4274,4217,4113,4081
38071,Ramsey County, North Dakota,11578,11614,11647,11516,11525,11481
38073,Ransom County, North Dakota,5495,5441,5452,5376,5300,5237
38075,Renville County, North Dakota,2613,2573,2552,2518,2459,2374
38077,Richland County, North Dakota,16293,16348,16287,16290,16277,16239
38079,Rolette County, North Dakota,14676,14728,14694,14708,14584,14301
38081,Sargent County, North Dakota,3877,3919,3868,3888,3871,3870
38083,Sheridan County, North Dakota,1327,1334,1310,1342,1356,1349
38085,Sioux County, North Dakota,4435,4460,4376,4452,4417,4358
38087,Slope County, North Dakota,770,779,781,779,768,763
38089,Stark County, North Dakota,28319,30318,31869,30881,30317,30997
38091,Steele County, North Dakota,1918,1912,1915,1912,1909,1903
38093,Stutsman County, North Dakota,21080,21118,21050,21077,21160,20917
38095,Towner County, North Dakota,2263,2274,2250,2255,2258,2192
38097,Traill County, North Dakota,8186,8040,7993,8006,8018,8037
38099,Walsh County, North Dakota,11074,10902,10845,10803,10795,10667
38101,Ward County, North Dakota,67390,68865,70712,69456,68394,67744
38103,Wells County, North Dakota,4150,4125,4102,4061,4032,3957
38105,Williams County, North Dakota,29589,32106,35288,34166,33395,35350
39001,Adams County, Ohio,28107,28085,27946,27828,27805,27724
39003,Allen County, Ohio,105047,104846,104069,103561,103069,102663
39005,Ashland County, Ohio,53152,53158,53289,53506,53685,53745
39007,Ashtabula County, Ohio,99732,99017,98372,98108,97692,97493
39009,Athens County, Ohio,64584,64778,65948,66470,66664,65818
39011,Auglaize County, Ohio,45828,45766,45761,45800,45791,45804
39013,Belmont County, Ohio,69559,69359,68957,68584,67956,67505
39015,Brown County, Ohio,44112,43933,43695,43637,43530,43602
39017,Butler County, Ohio,371398,373776,376029,378443,380843,382378
39019,Carroll County, Ohio,28259,28131,27718,27620,27341,27081
39021,Champaign County, Ohio,39460,39074,38951,38719,38824,38754
39023,Clark County, Ohio,136636,136316,135740,134701,134649,134585
39025,Clermont County, Ohio,200440,201450,201942,203053,204171,205466
39027,Clinton County, Ohio,41847,41787,41817,41853,41966,42057
39029,Columbiana County, Ohio,105953,105619,104734,103850,103149,102665
39031,Coshocton County, Ohio,36722,36529,36578,36616,36516,36629
39033,Crawford County, Ohio,42712,42406,42320,42090,41741,41550
39035,Cuyahoga County, Ohio,1265478,1263283,1258923,1254482,1248371,1243857
39037,Darke County, Ohio,52306,52182,51973,51614,51577,51323
39039,Defiance County, Ohio,38565,38524,38328,38156,38224,38165
39041,Delaware County, Ohio,185383,189451,193298,196923,200542,204826
39043,Erie County, Ohio,76056,75814,75369,75023,74857,74615
39045,Fairfield County, Ohio,148783,150355,151202,152656,154557,155782
39047,Fayette County, Ohio,28683,28647,28598,28658,28655,28666
